SAMINATURA BINEFAR;;;;;;;;;;;;;;;;;;;;;;
ARTICULOS GENERAL;;;;;;;;;;;;;;;;;;;;;;

Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F
2457;2457;MAGNESIO;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 23 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
2848;2848;magnesio sucrotac;UNIDADES;10%;;;NORMAL;;V;C;S; 
2028;2028;MAGNESIUM;UNIDADES;0%;;;NORMAL;;V;C;S; 
3321;3321;MAHARISHI;UNIDADES;10%;;;NORMAL;;V;C;S; 
3360;3360;mahon;UNIDADES;10%;;;NORMAL;;V;C;S; 
2269;2269;majonesa;UNIDADES;10%;;;NORMAL;;V;C;S; 
3236;3236;MAKE UP;UNIDADES;21%;;;NORMAL;;V;C;S; 
3120;3120;MALATO MAGNESIUM;UNIDADES;0%;;;NORMAL;;V;C;S; 
2996;2996;MALGACHE;UNIDADES;21%;;;NORMAL;;V;C;S; 
1857;1857;MALTODEXTRINA 1KG;UNIDADES;10%;;;NORMAL;;V;C;S; 
3409;3409;malva;UNIDADES;10%;;;NORMAL;;V;C;S; 
2771;2771;malva blanca;UNIDADES;21%;;;NORMAL;;V;C;S; 
1955;1955;MAMBO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2506;2506;MANGO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1649;1649;manteca de cacahuete COCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1650;1650;manteca de cacahuete CREMOSO;UNIDADES;0%;;;NORMAL;;V;C;S; 
1651;1651;MANTECA DE CACAHUETECRUNCHY;UNIDADES;0%;;;NORMAL;;V;C;S; 
2322;2322;manzanilla;UNIDADES;10%;;;NORMAL;;V;C;S; 
2773;2773;MANZANILLA DULCE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1673;1673;manzanilla mahon;UNIDADES;10%;;;NORMAL;;V;C;S; 
2302;2302;maqquillaje fluido 04;UNIDADES;21%;;;NORMAL;;V;C;S; 
2297;2297;MAQUILLAJE COMPACTO;UNIDADES;21%;;;NORMAL;;V;C;S; 
2298;2298;MAQUILLAJE COMPACTO 02;UNIDADES;21%;;;NORMAL;;V;C;S; 
2299;2299;MAQUILLAJE COMPACTO 03;UNIDADES;21%;;;NORMAL;;V;C;S; 
2304;2304;MAQUILLAJE FLUIDO 01;UNIDADES;21%;;;NORMAL;;V;C;S; 
2303;2303;MAQUILLAJE FLUIDO 03;UNIDADES;21%;;;NORMAL;;V;C;S; 
3336;3336;marrubio;UNIDADES;10%;;;NORMAL;;V;C;S; 
3320;3320;MARRUBIO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2796;2796;MASAJEADOR COBRE;UNIDADES;21%;;;NORMAL;;V;C;S; 
2250;2250;masala chai;UNIDADES;10%;;;NORMAL;;V;C;S; 
2316;2316;MASCAR DE PESTAÑAS 00;UNIDADES;21%;;;NORMAL;;V;C;S; 
2314;2314;MASCAR DE PESTAÑAS 01;UNIDADES;21%;;;NORMAL;;V;C;S; 
2315;2315;MASCAR DE PESTAÑAS 02;UNIDADES;21%;;;NORMAL;;V;C;S; 
1996;1996;mascara facial;UNIDADES;21%;;;NORMAL;;V;C;S; 
2266;2266;MASCARILLA CAPILAR;UNIDADES;21%;;;NORMAL;;V;C;S; 
2776;2776;mascarilla recino;UNIDADES;21%;;;NORMAL;;V;C;S; 
2179;2179;mask carbon;UNIDADES;0%;;;NORMAL;;V;C;S; 
2650;2650;MASK CENTELLA;UNIDADES;21%;;;NORMAL;;V;C;S; 
3308;3308;MASS;UNIDADES;10%;;;NORMAL;;V;C;S; 
2638;2638;MATCHA BIOME;UNIDADES;21%;;;NORMAL;;V;C;S; 
3370;3370;MATE GING;UNIDADES;0%;;;NORMAL;;V;C;S; 
2209;2209;MATRIX 50/50;UNIDADES;10%;;;NORMAL;;V;C;S; 
2787;2787;max cok lacasitos;UNIDADES;10%;;;NORMAL;;V;C;S; 
2461;2461;MAXSHAKER;UNIDADES;10%;;;NORMAL;;V;C;S; 
971;971;MAYONESA UN;UNIDADES;10%;;;NORMAL;;V;C;S; 
2239;2239;MCT;UNIDADES;10%;;;NORMAL;;V;C;S; 
3123;3123;MCT OIL C8;UNIDADES;10%;;;NORMAL;;V;C;S; 
3453;;medicube ita c capsule cream;UNIDADES;10%;;;NORMAL;;V;C;S; 
2542;2542;mega creatina;UNIDADES;0%;;;NORMAL;;V;C;S; 
3113;3113;MEGA CREATINE 306G;UNIDADES;10%;;;NORMAL;;V;C;S; 
3526;3526;mega jalea;UNIDADES;10%;;;NORMAL;;V;C;S; 
3125;3125;MEJILLON CON ALGA;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 24 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
3124;3124;mejillones escb;UNIDADES;10%;;;NORMAL;;V;C;S; 
2819;2819;MEJILLONES/WAKAME;UNIDADES;10%;;;NORMAL;;V;C;S; 
2519;2519;MEJORANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2414;2414;MELATONIN;UNIDADES;10%;;;NORMAL;;V;C;S; 
2073;2073;melatonina gummies;UNIDADES;10%;;;NORMAL;;V;C;S; 
3105;3105;melatonina lifepro;UNIDADES;10%;;;NORMAL;;V;C;S; 
3035;3035;melisa biocop;UNIDADES;10%;;;NORMAL;;V;C;S; 
2895;2895;MELVA;UNIDADES;10%;;;NORMAL;;V;C;S; 
3041;3041;merm pera-limon;UNIDADES;10%;;;NORMAL;;V;C;S; 
2363;2363;mermelada ciruela;UNIDADES;10%;;;NORMAL;;V;C;S; 
2500;2500;mermelada de naranja;UNIDADES;10%;;;NORMAL;;V;C;S; 
1695;1695;MERMELADA DE PAPAYA;UNIDADES;10%;;;NORMAL;;V;C;S; 
3040;3040;MERMELADA DE PIÑONES;UNIDADES;10%;;;NORMAL;;V;C;S; 
1694;1694;mermelada frambuesa;UNIDADES;10%;;;NORMAL;;V;C;S; 
1702;1702;MERMELADA FRESA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2358;2358;MERMELADA FRUTOS ROJOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1693;1693;MERMELADA TAYBERRY;UNIDADES;10%;;;NORMAL;;V;C;S; 
2795;2795;MERMELDA DE ARANDANOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
3369;3369;merry spices;UNIDADES;0%;;;NORMAL;;V;C;S; 
2709;2709;mestvita;UNIDADES;10%;;;NORMAL;;V;C;S; 
2925;2925;METABOLIK;UNIDADES;10%;;;NORMAL;;V;C;S; 
1871;1871;metal depur;UNIDADES;10%;;;NORMAL;;V;C;S; 
2658;2658;METAL DETOX;UNIDADES;10%;;;NORMAL;;V;C;S; 
1212;1212;micellar casein hsn 2K;UNIDADES;10%;;;NORMAL;;V;C;S; 
1870;1870;MICRO BALANCE;UNIDADES;10%;;;NORMAL;;V;C;S; 
2793;2793;miel de eucalipto 500g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1083;1083;miel espliego;UNIDADES;10%;;;NORMAL;;V;C;S; 
2479;2479;MIGVITA;UNIDADES;0%;;;NORMAL;;V;C;S; 
3192;3192;mini ckr esp;UNIDADES;10%;;;NORMAL;;V;C;S; 
1750;1750;mini crackers;UNIDADES;10%;;;NORMAL;;V;C;S; 
3345;3345;MINI CRACKERS DE TRIGOESPELTA INTEGRAL;CAJA 36;10%;;;NORMAL;;V;C;S; 
1895;1895;mini crakers espelta;UNIDADES;10%;;;NORMAL;;V;C;S; 
1894;1894;MINI CRAKERS ESPELTA quinoa;UNIDADES;10%;;;NORMAL;;V;C;S; 
1883;1883;mini macarrones s/g;UNIDADES;7,5%;;;NORMAL;;V;C;S; 
2335;2335;MISO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2075;2075;miso de garbanzos;UNIDADES;10%;;;NORMAL;;V;C;S; 
1675;1675;MIX CALDO;UNIDADES;0%;;;NORMAL;;V;C;S; 
2626;2626;MIX CIR;UNIDADES;10%;;;NORMAL;;V;C;S; 
2618;2618;MIX COL;UNIDADES;10%;;;NORMAL;;V;C;S; 
2617;2617;mix cycle;UNIDADES;10%;;;NORMAL;;V;C;S; 
2622;2622;MIX GASES;UNIDADES;10%;;;NORMAL;;V;C;S; 
2623;2623;mix gastro;UNIDADES;10%;;;NORMAL;;V;C;S; 
2210;2210;mix pan;UNIDADES;2%;;;NORMAL;;V;C;S; 
2275;2275;MIX POPS;UNIDADES;10%;;;NORMAL;;V;C;S; 
2624;2624;MIX RELAX;UNIDADES;10%;;;NORMAL;;V;C;S; 
2212;2212;mix reposteria;UNIDADES;2%;;;NORMAL;;V;C;S; 
2508;2508;MIX TROPICAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
2625;2625;mix urin;UNIDADES;10%;;;NORMAL;;V;C;S; 
2634;2634;MIXSOON ACEITE LIMPIADOR;UNIDADES;21%;;;NORMAL;;V;C;S; 
2641;2641;mixsoon hyaluronic acid serum water;UNIDADES;21%;;;NORMAL;;V;C;S; 
2643;2643;mixsoon hydrogel eye patch;UNIDADES;21%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 25 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
2647;2647;MIXSOON PADS;UNIDADES;21%;;;NORMAL;;V;C;S; 
2635;2635;mixsoon stick balm;UNIDADES;21%;;;NORMAL;;V;C;S; 
2639;2639;mixsoon toner;UNIDADES;21%;;;NORMAL;;V;C;S; 
2640;2640;MIXSOON WATER CLEAN;UNIDADES;21%;;;NORMAL;;V;C;S; 
2822;2822;MK7;UNIDADES;0%;;;NORMAL;;V;C;S; 
2777;2777;MOLINILLO PIMIENTA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1433;1433;moras blancas;UNIDADES;0%;;;NORMAL;;V;C;S; 
2252;2252;moringa;UNIDADES;10%;;;NORMAL;;V;C;S; 
1829;1829;MORINGA EN POLVO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2247;2247;MORINGA ORGANIC INDIA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1689;1689;mostaza;UNIDADES;10%;;;NORMAL;;V;C;S; 
2715;2715;MOSTAZA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2257;2257;MOZZARELLA VEGANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2849;2849;MUCOGAST;UNIDADES;10%;;;NORMAL;;V;C;S; 
3140;3140;mucpropol kids;UNIDADES;10%;;;NORMAL;;V;C;S; 
2888;2888;muesli andino;UNIDADES;10%;;;NORMAL;;V;C;S; 
2802;2802;muesli canela;UNIDADES;10%;;;NORMAL;;V;C;S; 
2889;2889;muesli f secos;UNIDADES;10%;;;NORMAL;;V;C;S; 
2929;2929;MUESLI PROETEICO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2127;2127;muesli s/g frutas;UNIDADES;10%;;;NORMAL;;V;C;S; 
2803;2803;MUFFIN S/G;UNIDADES;10%;;;NORMAL;;V;C;S; 
3444;3444;mug 350ml;UNIDADES;0%;;;NORMAL;;V;C;S; 
2713;2713;MUG L PRO;UNIDADES;21%;;;NORMAL;;V;C;S; 
3213;3213;mug travel;UNIDADES;21%;;;NORMAL;;V;C;S; 
2572;2572;mug xxl;UNIDADES;0%;;;NORMAL;;V;C;S; 
2827;2827;MULTI OSAVI;UNIDADES;0%;;;NORMAL;;V;C;S; 
2341;2341;MULTI V MUJER;UNIDADES;0%;;;NORMAL;;V;C;S; 
2790;2790;MULTI VIT NUTRALIE;UNIDADES;10%;;;NORMAL;;V;C;S; 
2847;2847;MULTIPROBIOTA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2828;2828;MULTIV MUJER OSAVI;UNIDADES;0%;;;NORMAL;;V;C;S; 
2783;2783;multivit forte;UNIDADES;10%;;;NORMAL;;V;C;S; 
1928;1928;MULTIVITAMINAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
3099;3099;multivitaminico w biotech;UNIDADES;0%;;;NORMAL;;V;C;S; 
2733;2733;muscle mass;UNIDADES;0%;;;NORMAL;;V;C;S; 
3415;3415;MYO INOSITOL;UNIDADES;0%;;;NORMAL;;V;C;S; 
2263;2263;n;UNIDADES;0%;;;NORMAL;;V;C;S; 
2920;2920;nac;UNIDADES;10%;;;NORMAL;;V;C;S; 
2823;2823;NAC;UNIDADES;0%;;;NORMAL;;V;C;S; 
2905;2905;NACHOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
2906;2906;NACHOS ROLL;UNIDADES;10%;;;NORMAL;;V;C;S; 
3433;3433;nad+;UNIDADES;10%;;;NORMAL;;V;C;S; 
3056;3056;nad+ nutralie;UNIDADES;10%;;;NORMAL;;V;C;S; 
2018;2018;nadh;UNIDADES;0%;;;NORMAL;;V;C;S; 
2774;2774;natessance karite chmp;UNIDADES;21%;;;NORMAL;;V;C;S; 
3412;3412;NATIVE PRO;UNIDADES;0%;;;NORMAL;;V;C;S; 
1370;1370;natulim;UNIDADES;21%;;;NORMAL;;V;C;S; 
2937;2937;NECESER DE VIAJE;UNIDADES;21%;;;NORMAL;;V;C;S; 
2110;2110;NECESER H LA VERA;UNIDADES;21%;;;NORMAL;;V;C;S; 
2177;2177;NEEM JABON;UNIDADES;0%;;;NORMAL;;V;C;S; 
2184;2184;neem mask;UNIDADES;0%;;;NORMAL;;V;C;S; 
2441;2441;NIACIN 250MG 90CAP NOW;UNIDADES;0%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 26 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
1817;1817;NIACIN 90cap now;UNIDADES;10%;;;NORMAL;;V;C;S; 
1644;1644;NIACINAMIDA;UNIDADES;0%;;;NORMAL;;V;C;S; 
2435;2435;NIGELLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1965;1965;nigelle;UNIDADES;0%;;;NORMAL;;V;C;S; 
2855;2855;no-dol;UNIDADES;21%;;;NORMAL;;V;C;S; 
2564;2564;nogal;UNIDADES;10%;;;NORMAL;;V;C;S; 
2123;2123;noni;UNIDADES;10%;;;NORMAL;;V;C;S; 
3496;NORI ENCOPOS;NORI EN COPOS;UNIDADES;4%;;;NORMAL;;V;C;S; 
3033;3033;nueces;UNIDADES;4%;;;NORMAL;;V;C;S; 
2011;2011;NUTLOVE;UNIDADES;0%;;;NORMAL;;V;C;S; 
2408;2408;nutlove bar;UNIDADES;0%;;;NORMAL;;V;C;S; 
2807;2807;nutlove protein;UNIDADES;0%;;;NORMAL;;V;C;S; 
2012;2012;nutlove sauce;UNIDADES;0%;;;NORMAL;;V;C;S; 
2398;2398;NUTLOVE SAUCE BLANCA;UNIDADES;0%;;;NORMAL;;V;C;S; 
2409;2409;NUTLOVEBAR;UNIDADES;0%;;;NORMAL;;V;C;S; 
2401;2401;NUTREND;UNIDADES;0%;;;NORMAL;;V;C;S; 
2022;2022;NUTREND PROTEIN;UNIDADES;0%;;;NORMAL;;V;C;S; 
2988;2988;obe-control;UNIDADES;10%;;;NORMAL;;V;C;S; 
2708;2708;OBVITA;UNIDADES;10%;;;NORMAL;;V;C;S; 
3142;3142;oligopropol;UNIDADES;10%;;;NORMAL;;V;C;S; 
3524;3524;OLIVAS MEDITERRANEAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1747;1747;OLIVO;UNIDADES;10%;;;NORMAL;;V;C;S; 
3498;3498;olivo polvo;UNIDADES;10%;;;NORMAL;;V;C;S; 
3442;3442;omega 3;UNIDADES;0%;;;NORMAL;;V;C;S; 
3459;3459;OMEGA 3 ALGEA;UNIDADES;0%;;;NORMAL;;V;C;S; 
2175;2175;OMEGA 3 ARTIC BLUE;UNIDADES;0%;;;NORMAL;;V;C;S; 
2412;2412;OMEGA 3 IFOS HSN;UNIDADES;0%;;;NORMAL;;V;C;S; 
3157;3157;omega 3+d3+k2;UNIDADES;0%;;;NORMAL;;V;C;S; 
2014;2014;omega 3-6-9;UNIDADES;0%;;;NORMAL;;V;C;S; 
3223;3223;omega 7;UNIDADES;0%;;;NORMAL;;V;C;S; 
1956;1956;omega3;UNIDADES;10%;;;NORMAL;;V;C;S; 
1728;1728;OMEGA3;UNIDADES;10%;;;NORMAL;;V;C;S; 
2924;2924;OMEGA3 PREMIUM hsn;UNIDADES;0%;;;NORMAL;;V;C;S; 
2095;2095;OMEGA3 PRO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2013;2013;OMEGA3+K2+D3;UNIDADES;0%;;;NORMAL;;V;C;S; 
1957;1957;OMEGA7;UNIDADES;10%;;;NORMAL;;V;C;S; 
3454;3454;ONAGRA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2136;2136;ORBALLO NAVIDAD;UNIDADES;10%;;;NORMAL;;V;C;S; 
2985;2985;oregano 120c osavi;UNIDADES;0%;;;NORMAL;;V;C;S; 
2674;2674;oregano leaf swanson;UNIDADES;0%;;;NORMAL;;V;C;S; 
2672;2672;OREGANO NOW 100C;UNIDADES;0%;;;NORMAL;;V;C;S; 
2671;2671;oregano now 90c;UNIDADES;0%;;;NORMAL;;V;C;S; 
2326;2326;organyc;UNIDADES;4%;;;NORMAL;;V;C;S; 
2325;2325;ORGANYC MODERADO;UNIDADES;4%;;;NORMAL;;V;C;S; 
2422;2422;orgono;UNIDADES;10%;;;NORMAL;;V;C;S; 
2171;2171;ortiga 20mg 90cap all nutricion;UNIDADES;0%;;;NORMAL;;V;C;S; 
2026;2026;OSAVI COLAGENO;UNIDADES;0%;;;NORMAL;;V;C;S; 
2029;2029;osavi oregano oil;UNIDADES;0%;;;NORMAL;;V;C;S; 
1691;1691;OSITOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
2881;2881;ovapro;UNIDADES;10%;;;NORMAL;;V;C;S; 
2880;2880;OVAPRO;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 27 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
2367;2367;pack 3 atun;UNIDADES;10%;;;NORMAL;;V;C;S; 
2728;2728;PACK ANTICELULITICO;UNIDADES;21%;;;NORMAL;;V;C;S; 
2729;2729;PACK BEBE;UNIDADES;21%;;;NORMAL;;V;C;S; 
2109;2109;pack corporal nbio;UNIDADES;21%;;;NORMAL;;V;C;S; 
2103;2103;pack manos;UNIDADES;21%;;;NORMAL;;V;C;S; 
2898;2898;pack moskit;UNIDADES;21%;;;NORMAL;;V;C;S; 
3280;3280;pack pro-collagen;UNIDADES;21%;;;NORMAL;;V;C;S; 
3284;3284;pack synergy;UNIDADES;21%;;;NORMAL;;V;C;S; 
2360;2360;palitos;UNIDADES;10%;;;NORMAL;;V;C;S; 
2359;2359;PALITOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
3327;3327;palo;UNIDADES;21%;;;NORMAL;;V;C;S; 
3464;3464;palo santo;UNIDADES;21%;;;NORMAL;;V;C;S; 
3325;3325;PALO SANTO;UNIDADES;21%;;;NORMAL;;V;C;S; 
3188;3188;PALOSANTO JASMINE;UNIDADES;21%;;;NORMAL;;V;C;S; 
2261;2261;PAN ALEMAN;UNIDADES;10%;;;NORMAL;;V;C;S; 
2805;2805;pan azimo espelta;UNIDADES;10%;;;NORMAL;;V;C;S; 
3338;3338;pan bimbo;UNIDADES;10%;;;NORMAL;;V;C;S; 
2581;2581;PAN DE MOLDE ESP;UNIDADES;10%;;;NORMAL;;V;C;S; 
2253;2253;PAN DE SEMILLAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
2035;2035;pan multicereale;UNIDADES;10%;;;NORMAL;;V;C;S; 
2837;2837;PAN RALLADO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2281;2281;PAN RALLADO SIN GLUTEN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1767;1767;PANECILLO DE HAMBURGUESA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1768;1768;panecillos con semillas;UNIDADES;10%;;;NORMAL;;V;C;S; 
3525;3525;panecillos s/g;UNIDADES;4%;;;NORMAL;;V;C;S; 
2238;2238;panetone s/g;UNIDADES;10%;;;NORMAL;;V;C;S; 
2908;2908;PAPEL DE ARROZ intg;UNIDADES;10%;;;NORMAL;;V;C;S; 
2055;2055;PARA-SIT;UNIDADES;10%;;;NORMAL;;V;C;S; 
2069;2069;para-st;UNIDADES;10%;;;NORMAL;;V;C;S; 
3463;3463;PARASIB;UNIDADES;10%;;;NORMAL;;V;C;S; 
3333;3333;pasas;UNIDADES;10%;;;NORMAL;;V;C;S; 
2516;2516;PASIFLORA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2423;2423;pasta;UNIDADES;10%;;;NORMAL;;V;C;S; 
1807;1807;pasta de avena;UNIDADES;7,5%;;;NORMAL;;V;C;S; 
2759;2759;PASTA DEN RATANIA;UNIDADES;21%;;;NORMAL;;V;C;S; 
2758;2758;pasta den salina;UNIDADES;21%;;;NORMAL;;V;C;S; 
1952;1952;pasta maiz;UNIDADES;7,5%;;;NORMAL;;V;C;S; 
3481;3481;PASTA PROTEICA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2568;2568;PASTA S/G;UNIDADES;0%;;;NORMAL;;V;C;S; 
1920;1920;pasta sarraceno 500g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1884;1884;PASTA SARRACENO 500G;UNIDADES;7,5%;;;NORMAL;;V;C;S; 
1111;1111;pasta tomt bernj;UNIDADES;10%;;;NORMAL;;V;C;S; 
2582;2582;pate de alcachofa;UNIDADES;10%;;;NORMAL;;V;C;S; 
3235;3235;PATE DE ATUN;UNIDADES;10%;;;NORMAL;;V;C;S; 
2583;2583;PATE DE TOMATE;UNIDADES;10%;;;NORMAL;;V;C;S; 
2718;2718;pau darco;UNIDADES;10%;;;NORMAL;;V;C;S; 
2458;2458;pavo lonchas;UNIDADES;10%;;;NORMAL;;V;C;S; 
3416;3416;pea mag;UNIDADES;0%;;;NORMAL;;V;C;S; 
3176;3176;PEANUT BUTTER;UNIDADES;0%;;;NORMAL;;V;C;S; 
3116;3116;peanut butter creamy;UNIDADES;0%;;;NORMAL;;V;C;S; 
2778;2778;pementon dulce;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 28 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
1906;1906;pepinillos;UNIDADES;10%;;;NORMAL;;V;C;S; 
2262;2262;PEPINILLOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1718;1718;PEPINILLOS PQ;UNIDADES;10%;;;NORMAL;;V;C;S; 
3382;3382;PERFILADOR DE LABIOS;UNIDADES;21%;;;NORMAL;;V;C;S; 
2543;2543;perilla;UNIDADES;10%;;;NORMAL;;V;C;S; 
1707;1707;perlas de oregano;UNIDADES;10%;;;NORMAL;;V;C;S; 
1890;1890;PESTO;UNIDADES;10%;;;NORMAL;;V;C;S; 
3523;3523;pesto basilico;UNIDADES;10%;;;NORMAL;;V;C;S; 
3133;3133;PESTO DE BERENJENA;UNIDADES;10%;;;NORMAL;;V;C;S; 
3134;3134;pesto de pimiento;UNIDADES;10%;;;NORMAL;;V;C;S; 
2563;2563;PETALOS DE ROSA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2418;2418;PHENYLCAPSAIN;UNIDADES;10%;;;NORMAL;;V;C;S; 
3285;3285;PHYTORESPIR;UNIDADES;21%;;;NORMAL;;V;C;S; 
1762;1762;piadina de espelta;UNIDADES;10%;;;NORMAL;;V;C;S; 
1763;1763;PIADINA SIMILLAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1227;1227;pici al ajo;UNIDADES;0%;;;NORMAL;;V;C;S; 
3147;3147;piene con mango;UNIDADES;21%;;;NORMAL;;V;C;S; 
3148;3148;PIENE DE BAMBU;UNIDADES;21%;;;NORMAL;;V;C;S; 
2163;2163;piernas ligeras;UNIDADES;10%;;;NORMAL;;V;C;S; 
3334;3334;PIMIENTA DE JAMAICA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2689;2689;PIMIENTA MOLIDA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2112;2112;PINK LOTUS;UNIDADES;21%;;;NORMAL;;V;C;S; 
2305;2305;PINTA LABIOS 01;UNIDADES;21%;;;NORMAL;;V;C;S; 
2306;2306;PINTA LABIOS 02;UNIDADES;21%;;;NORMAL;;V;C;S; 
2307;2307;PINTA LABIOS 03;UNIDADES;21%;;;NORMAL;;V;C;S; 
2308;2308;PINTA LABIOS 04;UNIDADES;21%;;;NORMAL;;V;C;S; 
2309;2309;PINTA LABIOS 05;UNIDADES;21%;;;NORMAL;;V;C;S; 
2310;2310;PINTA LABIOS 06;UNIDADES;21%;;;NORMAL;;V;C;S; 
3328;3328;PIPAS DE CALABAZA;UNIDADES;4%;;;NORMAL;;V;C;S; 
3518;3518;PIPAS DE GIRASOL 500G;UNIDADES;4%;;;NORMAL;;V;C;S; 
2330;2330;pizza mix;UNIDADES;10%;;;NORMAL;;V;C;S; 
1819;1819;PLATINUM CREATIN PLUS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1820;1820;PLATINUM PUMP;UNIDADES;10%;;;NORMAL;;V;C;S; 
2240;2240;polen;UNIDADES;10%;;;NORMAL;;V;C;S; 
2890;2890;polenta;UNIDADES;10%;;;NORMAL;;V;C;S; 
2705;2705;potasio;UNIDADES;10%;;;NORMAL;;V;C;S; 
2338;2338;PR BAR;UNIDADES;0%;;;NORMAL;;V;C;S; 
3293;3293;PRANDHARA;UNIDADES;21%;;;NORMAL;;V;C;S; 
3208;3208;PRE ENTRENO DRAGON;UNIDADES;10%;;;NORMAL;;V;C;S; 
1711;1711;PRE-WORKOUT;UNIDADES;10%;;;NORMAL;;V;C;S; 
1872;1872;PREMEABILITY CARE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1713;1713;PREWORKOUT;UNIDADES;10%;;;NORMAL;;V;C;S; 
3478;3478;pri-collagen labial;UNIDADES;21%;;;NORMAL;;V;C;S; 
2825;2825;PRO BROWNIES NUTREND;UNIDADES;0%;;;NORMAL;;V;C;S; 
2826;2826;pro cookeis;UNIDADES;0%;;;NORMAL;;V;C;S; 
3118;3118;PRO GUISANTE TEXTURED;UNIDADES;0%;;;NORMAL;;V;C;S; 
3475;3475;PRO-COLLAEN CLEAN;UNIDADES;21%;;;NORMAL;;V;C;S; 
3477;3477;PRO-COLLAGEN OJO;UNIDADES;21%;;;NORMAL;;V;C;S; 
3476;3476;PRO-COLLAGEN SCRUB;UNIDADES;21%;;;NORMAL;;V;C;S; 
2661;2661;PRO-INTENSITY;UNIDADES;10%;;;NORMAL;;V;C;S; 
2660;2660;pro-urgency;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 29 ;;;;;Fecha : 03/02/2026;;;;;;;;
