Handle,Variant SKU,Variant Barcode,Option1 Value,ingredients,nutritional_info,usage_instructions,warnings,allergens,usage_tips,medical_disclaimer,legal_regulation
tasty-rice,3814,8435635711083,Choco Good Cookies · 1 kg,"Harina pregelatinizada de arroz (91,8%), aromas, cacao desgrasado alcalinizado en polvo y edulcorante: sucralosa.","Información nutricional (por 100 g): Valor energético: 363 kcal. Grasas: 1,4 g, de las cuales saturadas: 0,5 g. Hidratos de carbono: 78 g, de los cuales azúcares: 0,8 g. Proteínas: 8,1 g. Fibra: 2,5 g. Sal: 0 g.",,,"Puede contener trazas de leche, soja y pescado.",,,
tasty-rice,819,7427116188492,Sin Sabor · 1 kg,Harina pregelatinizada de arroz.,"Información nutricional (por 100 g): Valor energético: 371 kcal. Grasas: 0,8 g, de las cuales saturadas: 0,2 g. Hidratos de carbono: 83 g, de los cuales azúcares: 0,5 g. Proteínas: 7,5 g. Fibra: 1 g. Sal: 0 g.","Disolver 50 g en 250 ml de agua o leche (se puede añadir más líquido, según la textura deseada). Agitar constantemente o utilizar batidora.",,"Puede contener trazas de leche, soja, pescado, sulfitos, apio y gluten.",,,
tasty-rice,3812,7427116188386,Choco Peanut · 1 kg,"Harina pregelatinizada de arroz (95,1%), cacao desgrasado alcalinizado en polvo, aromas y edulcorante: sucralosa.","Información nutricional (por 100 g): Valor energético: 367 kcal. Grasas: 1,2 g, de las cuales saturadas: 0,4 g. Hidratos de carbono: 80 g, de los cuales azúcares: 1,0 g. Proteínas: 7,9 g. Fibra: 1,1 g. Sal: 0 g.","Disolver 50 g en 250 ml de agua o leche (se puede añadir más líquido, según la textura deseada). Agitar constantemente o utilizar batidora.",,Aunque este producto no contiene leche y soja se fabrica en una instalación que procesa ingredientes que sí los contienen.,,,
citrulina-malato,1281,8435635710741,Ultra Green · 300 g,"L-citrulina DL-malato, antiaglomerante: dióxido de silicio, aroma, edulcorante: sucralosa y colorantes: tartracina y azul brillante FCF.",Cantidad de nutrientes por servicio (5 g): L-Citrulina DL-Malato: 4 g.,Disolver 5 g (1 cazo) en 250 ml de agua o zumo. Tomar 1 hora antes de entrenar.,"Producto para uso en adultos. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y un estilo de vida saludable. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Tartrazina: Puede tener efectos negativos sobre la actividad y atencion de los niños",Puede contener trazas de leche y soja,,,
citrulina-malato,1282,8425402167946,Frutos Rojos · 300 g,"L-citrulina DL-malato, aroma, antiaglomerante: dióxido de silicio, edulcorante: sucralosa y colorante: rojo de remolacha",Tamaño de la porción 5 g. Porciones por envase 60. L-citrulina DL-malato 4 g.,Disuelva 5 g (1 cucharada) en 250 ml de agua o zumo. Tómelo 1 hora antes de entrenar.,"Producto para uso en adultos. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y un estilo de vida saludable. Este producto no está destinado a diagnosticar, tratar ni prevenir ninguna enfermedad. No exceda la dosis diaria recomendada. Manténgase fuera del alcance de los niños pequeños.",Puede contener trazas de leche y soja.,,,
pan-tostado,1514,8437005258037,Integral · 270 g,"Elaborado con harina integral ecológica, nuestro biscote es una excelente fuente de fibra, ayudando a una digestión equilibrada. Además, es rico en carbohidratos complejos, proporcionando energía sostenida sin picos de azúcar, ideal para comenzar el día con vitalidad.

Cultivados sin pesticidas ni químicos, respetando el medioambiente y tu bienestar. Su receta natural y equilibrada garantiza un alimento ligero y saludable.

Un tostado perfecto que realza su textura crujiente y su sabor inconfundible. Perfecto para veganos y personas que buscan una alimentación saludable.

Disfrútalo con mermeladas, aguacate, quesos o simplemente solo o como un snack saludable para niños y adultos a cualquier hora del día.

Su alto contenido en fibra ayuda a controlar el apetito, evitando antojos innecesarios.

Producido de forma sostenible, con envases reciclables y procesos responsables.","385 kcal (1627 kJ)
Proteinas 13,7 gr
Hidratos de carbono 65 gr
Azúcar 0,12 g.
Grasas 7,5 gr
Saturadas 3,2 g.
Fibra 7 gr
Sodio 0,2 g.
Colesterol inapreciable",,,,,,
pan-tostado,1516,8437005258020,Integral con Lino · 270 g,,"por 100 g:
385 kcal (1627 kJ)
Proteinas 13,7 gr
Hidratos de carbono 65 gr
Azúcar 0,12 g.
Grasas 7,5 gr
Saturadas 3,2 g.
Fibra 7 gr
Sodio 0,2 g.
Colesterol inapreciable

por Biscote: 
32,7 kcal (138 kJ)
Proteinas 1,18 gr
Hidratos de carbono 5,6 gr
Azúcar 0,01 g.
Grasas 0,6 gr
Saturadas 0,28 g.
Fibra 0,6 gr
Sodio 0,02 g.
Colesterol inapreciable",,,,,,
pan-tostado,1513,8437005258051,Espelta · 270 g,"Harina de trigo espelta 100%
Aceite de Oliva Virgen Extra.
Levadura.
Sal marina.
SIN AZÚCAR AÑADIDO","383 kcal (1620 kJ)
Proteinas 11 gr
Hidratos de carbono 70 gr
Azúcar 3 g.
Grasas 6 gr
Saturadas 2 g.
Fibra 17 gr
Sodio 0,6 g.
Colesterol inapreciable",,,,,,
pan-tostado,1517,8437005258044,Multicereales · 270 g,"Harina de trigo.
Harina de multicereales.
Semillas multicereales: cebada,avena,centeno,mijo,lino.
Aceite de Oliva Virgen Extra.
Gluten de trigo.
Levadura
SIN AZUCAR AÑADIDO","408 kcal (1726 kJ)
Proteinas 10 gr
Hidratos de carbono 75 gr
Azúcar 2 gr
Grasas 8 gr
Saturadas 2 g
Fibra 8 gr
Sodio 0,6 g
Colesterol inapreciable",,,,,,
tostadas-crujientes-de-castana,1889,3380380057977,150 g,"Harina de arroz*, harina de castaña* (30%),

sal marina.

*procedentes de la agricultura ecológica.","Valores nutricionales medios por 100 g:
Energía 1 537 kJ / 363 kcal Grasas 2,0 g de las cuales ácidos grasos saturados 0,4 g Hidratos de carbono 76,1 g de los cuales azúcares 5,4 g Fibra alimentaria 5,4 g Proteínas 7,4 g Sal 0,69 g",,,,,,
tostadas-crujientes-de-castana,3295,3380380068522,300 g,"Harina de arroz*, harina de castaña* (30%),
sal marina.
*procedentes de la agricultura ecológica.","Valores nutricionales medios por 100 g Valor energético 1616 kJ / 381 kcal Grasas 1,8 g de las cuales saturadas 0,5 g Hidratos de carbono 83 g de los cuales azúcares 6,5 g Fibra alimentaria 4,3 g Proteínas 6,7 g Sal 0,39 g",,,,,,
harina-de-almendra,1962,8437014360387,150 g,,,,,"Puede contener trazas de otros frutos secos, cacahuete, sésamo y soja.",,,
harina-de-almendra,3354,8437014360776,500 g,,,,,,,,
diet-shake,2233,5999076240531,Caramelo Salado · 720 g,"Concentrado de proteína de suero de leche instantánea 66% {concentrado de proteína de suero de leche, emulgente [lecitinas (soja)]}, inulina, harina de avena (gluten), glucomanano 3,5% (de tubérculo de Amorphophallus konjac) (dióxido de azufre), espesante (goma de celulosa), aromas, fresa en polvo 1,6%, acidulante (ácido cítrico), L-carnitina-L-tartrato 1%, emulgente [lecitinas (soja)], fibra cítrica, linaza en polvo, cáscara de semilla de psyllium en polvo, bayas de acai en polvo 0,6%, bayas de goji en polvo 0,6%, bromelina extraída de piña (1200 GDU/g) 0,5%, sales cálcicas de ácido ortofosfórico, sal, edulcorante (sucralosa), antiaglomerante (dióxido de silicio), colorante (Rojo Allura AC1), cloruro de cromo (III) y su hexahidrato.
1Rojo Allura AC: Puede tener efectos negativos sobre la actividad y la atención de los niños.
Elaborado en una fábrica que produce alimentos que contienen huevos, cacahuete, nueces, apio, pescado y crustáceos.","Información nutricional (por 30 g): Valor energético: 432 kJ / 103 kcal. Grasas: 1,5 g, de las cuales saturadas: 0,9 g. Hidratos de carbono: 4,3 g, de los cuales azúcares: 2,1 g. Fibra: 4,9 g. Proteínas: 15 g. Sal: 0,87 g.

Minerales (por 30 g): Cromo: 18 µg. Calcio: 118 mg.

Otros principios activos (por 30 g): Glucomanano: 1050 mg. Inulina: 2700 mg. L-Carnitina L-Tartrato: 320 mg, de la cual L-Carnitina: 220 mg. Bromelina en polvo: 160 mg.",Mezclar en un shaker 1 dosis (30 g = 4 cucharadas soperas rasas) del producto con 300 ml de agua. Tomar 1 dosis diariamente.,El producto no debe utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano.,,,,
diet-shake,2343,5999076240524,Galletas y Nata · 720 g,"Concentrado de proteína de suero de leche instantánea 64% {concentrado de proteína de suero de leche, emulgente [lecitinas (soja)]}, inulina, harina de avena (gluten), aromas (contiene cafeína), glucomanano 3,5% (de tubérculo de Amorphophallus konjac) (dióxido de azufre), espesante (goma de celulosa), virutas de chocolate {masa de cacao, edulcorante (maltitoles), manteca de cacao, cacao en polvo bajo en grasa, emulgente [lecitinas (soja)], aroma}, L-carnitina-L-tartrato 1%, emulgente [lecitinas (soja)], fibra cítrica, linaza en polvo, cáscara de semilla de psyllium en polvo, bayas de acai en polvo 0,6%, bayas de goji en polvo 0,6%, bromelina extraída de piña (1200 GDU/g) 0,5%, canela en polvo, sales cálcicas de ácido ortofosfórico, edulcorante (sucralosa), antiaglomerante (dióxido de silicio), cloruro de cromo (III) y su hexahidrato.
Elaborado en una fábrica que produce alimentos que contienen huevos, cacahuete, nueces, apio, pescado y crustáceos.","Información nutricional (por 30 g): Valor energético: 437 kJ / 104 kcal. Grasas: 1,8 g, de las cuales saturadas: 1,0 g. Hidratos de carbono: 4,9 g, de los cuales azúcares: 2,0 g. Fibra: 4,9 g. Proteínas: 15 g. Sal: 0,53 g.

Minerales (por 30 g): Cromo: 18 µg. Calcio: 115 mg.

Otros principios activos (por 30 g): Glucomanano: 1050 mg. Inulina: 2700 mg. L-Carnitina L-Tartrato: 320 mg, de la cual L-Carnitina: 220 mg. Bromelina en polvo: 160 mg.",Mezclar en un shaker 1 dosis (30 g = 4 cucharadas soperas rasas) del producto con 300 ml de agua. Tomar 1 dosis diariamente,ADVERTENCIAS: El producto no debe utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano. Un consumo excesivo puede causar malestar intestinal. Evitar el consumo junto con medicamentos y otros complementos alimenticios a base de fibra. Tomar el producto con mucha agua para asegurarse de que la sustancia llega al estómago. Se advierte de peligro de asfixia para personas con problemas de deglución. No ingerir justo antes de acostarse. Los pacientes con diabetes deben consultar con su médico antes de ingerir este producto alimenticio.,,,,
diet-shake,2731,5999076259205,Chocolate · 720 g,"Concentrado de proteína de suero de leche instantánea 61% {concentrado de proteína de suero de leche, emulgente [lecitinas (soja)]}, cacao en polvo bajo en grasa 10%, inulina, harina de avena (gluten), glucomanano 3,5% (de tubérculo de Amorphophallus konjac) (dióxido de azufre), espesante (goma de celulosa), aromas, L-carnitina-L-tartrato 1%, emulgente [lecitinas (soja)], fibra cítrica, linaza en polvo, cáscara de semilla de psyllium en polvo, bayas de acai en polvo 0,6%, bayas de goji en polvo 0,6%, sal, bromelina extraída de piña (1200 GDU/g) 0,5%, sales cálcicas de ácido ortofosfórico, edulcorante (sucralosa), antiaglomerante (dióxido de silicio), cloruro de cromo (III) y su hexahidrato.","1 dosis 30 g. Dosis por envase 24. Dosis diaria 1 dosis (30 g). Información nutricional. 100 g. IR (100 g). 30 g. Valor energético. 1425 kJ/ 339 kcal. 17%. 428 kJ/ 102 kcal. Grasas. 6,0 g. 9%. 1,8 g. De las cuales saturadas. 3,4 g. 17%. 1,0 g. Hidratos de carbono. 14 g. 6%. 4,3 g. De los cuales azúcares. 6,3 g. 7%. 1,9 g. Fibra. 16 g. IR no establecido. 4,7 g. Proteínas. 49 g. 98%. 15 g. Sal. 1,7 g. 29%. 0,52 g. Minerales. 100 g. VRN (100 g). 30 g. Cromo. 60 μg. 150%. 18 μg. Calcio. 384 mg. 48%. 115 mg. Valores de referencia de nutrientes diarios para adultos. Bajo contenido de grasa <1,5 g de grasa/100 ml del producto listo para consumir preparado con agua. Bajo contenido de azúcar <2,5 g de azúcar/100 ml del producto listo para consumir preparado con agua. Otros principios activos. 30 g. Glucomanano. 1050 mg. Inulina. 2025 mg. L-carnitina-L-tartrato. 320 mg. De la cual L-carnitina. 220 mg. Bromelina en polvo. 160 mg.",Mezclar en un shaker 1 dosis (30 g = 4 cucharadas soperas rasas) del producto con 300 ml de agua. Tomar 1 dosis diariamente.,El producto no debe utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano. Un consumo excesivo puede causar malestar intestinal. Evitar el consumo junto con medicamentos y otros complementos alimenticios a base de fibra. Tomar el producto con mucha agua para asegurarse de que la sustancia llega al estómago. Se advierte de peligro de asfixia para personas con problemas de deglución. No ingerir justo antes de acostarse. Los pacientes con diabetes deben consultar con su médico antes de ingerir este producto alimenticio.,,,,
diet-shake,2231,5999076240548,Plátano · 720 g,"Concentrado de proteína de suero de leche instantánea 68% {concentrado de proteína de suero de leche, emulgente [lecitinas (soja)]}, inulina, harina de avena (gluten), glucomanano 3,5% (de tubérculo de Amorphophallus konjac) (dióxido de azufre), espesante (goma de celulosa), plátano liofilizado en polvo 1,8%, aromas, L-carnitina-L-tartrato 1%, emulgente [lecitinas (soja)], fibra cítrica, linaza en polvo, cáscara de semilla de psyllium en polvo, bayas de acai en polvo 0,6%, bayas de goji en polvo 0,6%, bromelina extraída de piña (1200 GDU/g) 0,5%, sales cálcicas de ácido ortofosfórico, sal, edulcorante (sucralosa), antiaglomerante (dióxido de silicio), cloruro de cromo (III) y su hexahidrato.","1 dosis 30 g. Dosis por envase 24. Dosis diaria 1 dosis (30 g). Información nutricional. 100 g. IR (100 g). 30 g. Valor energético. 1450 kJ/ 345 kcal. 17%. 435 kJ/ 103 kcal. Grasas. 5,2 g. 7%. 1,5 g. De las cuales saturadas. 2,9 g. 15%. 0,9 g. Hidratos de carbono. 14 g. 6%. 4,3 g. De los cuales azúcares. 8,1 g. 9%. 2,4 g. Fibra. 17 g. IR no establecido. 5,0 g. Proteínas. 52 g. 104%. 16 g. Sal. 1,4 g. 24%. 0,43 g. Minerales. 100 g. VRN (100 g). 30 g. Cromo. 60 μg. 150%. 18 μg. Calcio. 395 mg. 49%. 118 mg. Valores de referencia de nutrientes. Bajo contenido de grasa <1,5 g de grasa/100 ml del producto listo para consumir preparado con agua. Bajo contenido de azúcar <2,5 g de azúcar/100 ml del producto listo para consumir preparado con agua. Otros principios activos. 30 g. Glucomanano. 1050 mg. Inulina. 2700 mg. L-carnitina-L-tartrato. 320 mg. De la cual L-carnitina. 220 mg. Bromelina en polvo. 160 mg.",Mezclar en un shaker 1 dosis (30 g = 4 cucharadas soperas rasas) del producto con 300 ml de agua. Tomar 1 dosis diariamente.,El producto no debe utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano.,"Elaborado en una fábrica que produce alimentos que contienen huevos, cacahuete, nueces, apio, pescado y crustáceos.",,,
diet-shake,2232,5999076249138,Pistacho · 720 g,"Concentrado de proteína de suero de leche instantánea 67% {concentrado de proteína de suero de leche, emulgente [lecitinas (soja)]}, inulina, harina de avena (gluten), aromas, glucomanano 3,5% (del tubérculo Amorphophallus konjac) (dióxido de azufre), espesante (goma de celulosa), L-carnitina-L-tartrato 1%, emulgente [lecitinas (soja)], fibra cítrica, linaza en polvo, cáscara de semilla de psyllium en polvo, bayas de acai en polvo 0,6%, bayas de goji en polvo 0,6%, bromelina extraída de piña (1200 GDU/g) 0,5%, sales cálcicas de ácido ortofosfórico, sal, edulcorante (sucralosa), antiaglomerante (dióxido de silicio), colorantes (tartrazina1, indigotina), cloruro de cromo (III) y su hexahidrato.
1Tartrazina: Puede tener efectos negativos sobre la actividad y la atención de los niños.
Elaborado en una fábrica que produce alimentos que contienen huevos, cacahuete, nueces, apio, pescado y crustáceos.","**Información nutricional (por 30 g):** Valor energético: 438 kJ / 104 kcal. Grasas: 1,5 g, de las cuales saturadas: 0,9 g. Hidratos de carbono: 4,6 g, de los cuales azúcares: 2,1 g. Fibra: 4,9 g. Proteínas: 15 g. Sal: 0,48 g.

**Minerales (por 30 g):** Cromo: 18 µg. Calcio: 118 mg.

**Otros principios activos (por 30 g):** Glucomanano: 1050 mg. Inulina: 2700 mg. L-Carnitina L-Tartrato: 320 mg, de la cual L-Carnitina: 220 mg. Bromelina en polvo: **1 mg** (tal y como aparece en el texto que has enviado; parece que el valor está incompleto y probablemente debería ser **160 mg**, como en las fichas anteriores).",,El producto no debe utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano. Un consumo excesivo puede causar malestar intestinal. Evitar el consumo junto con medicamentos y otros complementos alimenticios a base de fibra. Tomar el producto con mucha agua para asegurarse de que la sustancia llega al estómago. Se advierte de peligro de asfixia para personas con problemas de deglución. No ingerir justo antes de acostarse. Los pacientes con diabetes deben consultar con su médico antes de ingerir este producto alimenticio.,,,,
bebida-en-polvo-pump-caffeine-free,2234,5999076253432,Té frío de limión · 330 g,"L-citrulina 14%, beta alanina 13%, bitartrato de colina, gluconato de magnesio, clorhidrato de L-arginina 7,4%, aromas, acidulante (ácido málico), sales potásicas de ácido ortofosfórico, sales cálcicas de ácido cítrico, agente de carga (polidextrosa), citrato de sodio, cloruro de potasio, L-tirosina 2,3%, betaína, acidulante (ácido cítrico), cáscara de limón en polvo 1,2%, antiaglomerante (dióxido de silicio), preparado de extracto de Ashwagandha [extracto de raíz de Ashwagandha (Withania somnifera) 0,79%, maltodextrina], colorante (caramelo amónico), ácido L-ascórbico, edulcorante (sucralosa), sal común, extracto de raíz de ginseng coreano (Panax ginseng) 0,18%, D-pantotenato cálcico, ácido nicotínico, clorhidrato de piridoxina, cianocobalamina.
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, soja, cacahuete, nueces, apio, pescado, crustáceos, moluscos y dióxido de azufre.","Cantidad de nutrientes por dosis diaria (11 g): L-Citrulina: 1535 mg. Malato (ácido málico): 667 mg. Beta alanina: 1400 mg. Clorhidrato de L-arginina: 813 mg, del cual L-arginina: 673 mg. L-Tirosina: 250 mg. Niacina (ácido nicotínico): 40 mg (25% VRN*). Vitamina B6: 1,4 mg (100% VRN*). Vitamina C: 80 mg (100% VRN*). Extracto de Panax ginseng: 19,5 mg, del cual ginsenósidos: 3,9 mg. Betaína: 241 mg. Colina: 490 mg. Ácido pantoténico: 6,0 mg (100% VRN*). Vitamina B12: 2,5 µg (100% VRN*). Extracto de raíz de Ashwagandha: 87 mg, del cual withanólidos: 1,5 mg. Potasio: 405 mg (20% VRN*). Calcio: 120 mg (15% VRN*). Cloruro: 150 mg (19% VRN*). Magnesio: 60,0 mg (16% VRN*). Fósforo: 150 mg (15% VRN*). Sodio: 115 mg.",Uso recomendado: Mezcla 1 dosis del polvo (11 g = 3 cucharas medidoras rasas = 4 cucharadas de té rasas) con 400 ml de agua. Tomar 1 dosis diariamente 15 minutos antes del entrenamiento. No superar la dosis diaria expresamente recomendada. Usa un shaker,"ADVERTENCIAS: Mantener fuera del alcance de los niños más pequeños. El complemento alimenticio no debe utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano. No recomendado para personas menores de 18 años, ni por mujeres embarazadas o en período de lactancia. No se recomienda el consumo del producto a personas con una enfermedad subyacente conocida o que toman medicamentos o antidiabéticos. El producto no debe consumirse si ya se han consumido en el mismo día complementos alimenticios que contienen betaína añadida",,,,
bebida-en-polvo-pump-caffeine-free,2235,5999076253425,Fruta Tropical · 330 g,"L-citrulina 14%, beta alanina 13%, bitartrato de colina, gluconato de magnesio, clorhidrato de L-arginina 7,4%, agente de carga (polidextrosa), acidulante (ácido málico), aromas, sales potásicas de ácido ortofosfórico, sales cálcicas de ácido cítrico, citrato de sodio, cloruro de potasio, L-tirosina 2,3%, betaína, acidulante (ácido cítrico), antiaglomerante (dióxido de silicio), preparado de extracto de Ashwagandha [extracto de raíz de Ashwagandha (Withania somnifera) 0,79%, maltodextrina], ácido L-ascórbico, edulcorante (sucralosa), sal común, extracto de raíz de ginseng coreano (Panax ginseng) 0,18%, D-pantotenato cálcico, ácido nicotínico, colorantes (tartrazina, Rojo Allura AC)1, clorhidrato de piridoxina, cianocobalamina. 1Tartrazina, Rojo Allura AC: puede tener efectos negativos sobre la actividad y la atención de los niños.
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, soja, cacahuete, nueces, apio, pescado, crustáceos, moluscos y dióxido de azufre.","Cantidad de nutrientes por dosis diaria (11 g): L-Citrulina: 1535 mg. Malato (ácido málico): 667 mg. Beta alanina: 1400 mg. Clorhidrato de L-arginina: 813 mg, del cual L-arginina: 673 mg. L-Tirosina: 250 mg. Niacina (ácido nicotínico): 40 mg (25% VRN*). Vitamina B6: 1,4 mg (100% VRN*). Vitamina C: 80 mg (100% VRN*). Extracto de Panax ginseng: 19,5 mg, del cual ginsenósidos: 3,9 mg. Betaína: 241 mg. Colina: 490 mg. Ácido pantoténico: 6,0 mg (100% VRN*). Vitamina B12: 2,5 µg (100% VRN*). Extracto de raíz de Ashwagandha: 87 mg, del cual withanólidos: 1,5 mg. Potasio: 405 mg (20% VRN*). Calcio: 120 mg (15% VRN*). Cloruro: 150 mg (19% VRN*). Magnesio: 60,0 mg (16% VRN*). Fósforo: 150 mg (15% VRN*). Sodio: 115 mg.",,,,,,
100-creatina-monohidratada,2347,5999076227419,Sin Sabor · 500 g,"100% monohidrato de creatina micronizado (200 mesh).
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.","Cantidad de nutrientes por dosis diaria (3,4 g): Monohidrato de creatina micronizado: 3,4 g, del cual creatina: 3 g.",,,,,,
100-creatina-monohidratada,2348,5999076227426,Sin Sabor · 300 g,100% monohidrato de creatina micronizado (200 mesh).,"Cantidad de nutrientes por dosis diaria (3,4 g): Monohidrato de creatina micronizado: 3,4 g, del cual creatina: 3 g.","Mezclar 1 dosis (3,4 g = 1 cucharamedidora rasa = 1 cucharada de té) con 300 ml de algún líquido a su gusto. Tomar 1 dosis diariamente. Usa un shaker.",ADVERTENCIAS: Mantener fuera del alcance de los niños más pequeños. No recomendado para personas menores de 18 años ni mujeres embarazadas o en período de lactancia ni para personas que están bajo control médico. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y variada y por un modo de vida sano. No superar la dosis diaria expresamente recomendada.,"Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.",,,
100-creatina-monohidratada,3783,5999076227402,Sin Sabor · 1 kg,"100% monohidrato de creatina micronizado (200 mesh).
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.","Otros principios activos (por dosis diaria de 3,4 g): Monohidrato de creatina micronizado: 3,4 g, del cual creatina: 3 g.","Mezclar 1 dosis (3,4 g = 1 cucharamedidora rasa = 1 cucharada de té) con 300 ml de algún líquido a su gusto. Tomar 1 dosis diariamente. Usa un shaker.",ADVERTENCIAS: Mantener fuera del alcance de los niños más pequeños. No recomendado para personas menores de 18 años ni mujeres embarazadas o en período de lactancia ni para personas que están bajo control médico. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y variada y por un modo de vida sano. No superar la dosis diaria expresamente recomendada.,,,,
black-blood-nox-bebida-en-polvo,3756,5999076253760,Fruta Tropical · 340 g,"Clorhidrato de L-arginina 18%, monohidrato de creatina micronizado 17%, L-citrulina 15%, beta alanina 12%, acidulante (ácido málico), L-leucina 6,2%, espesante (goma xantana), agente de carga (polidextrosa), L-tirosina, aromas, antiaglomerantes (sales magnésicas de ácidos grasos, dióxido de silicio), ácido L-ascórbico, L-isoleucina 1,5%, L-valina 1,5%, cafeína anhidra 1,5%, acidulante (ácido cítrico), edulcorantes (acesulfamo K, sucralosa), ácido nicotínico, colorantes (tartrazina, Rojo Allura AC)1, clorhidrato de piridoxina, mononitrato de tiamina. 1Rojo Allura AC, tartrazina: puede tener efectos negativos sobre la actividad y la atención de los niños.
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, cacahuete, nueces, apio, pescado, crustáceos, moluscos y dióxido de azufre.","Cantidad de nutrientes por dosis (20 g / 2 servicios): Energy Complex²: 463 mg. Tiamina: 2,4 mg (218% VRN*). Niacina (ácido nicotínico): 8,0 mg (50% VRN*). Vitamina B6: 2,5 mg (179% VRN*). Vitamina C: 450 mg (563% VRN*). Complejo Black Blood NOX: 10278 mg, compuesto por L-Citrulina: 3000 mg, Malato (ácido málico): 1250 mg, Clorhidrato de L-arginina: 3628 mg, del cual L-Arginina: 3000 mg, Beta alanina: 2400 mg, Monohidrato de creatina: 3411 mg, del cual creatina: 3000 mg. Complejo de aminoácidos: 2453 mg, compuesto por L-Tirosina: 600 mg, L-Leucina: 1235 mg, L-Isoleucina: 309 mg y L-Valina: 309 mg. Cafeína anhidra: 300 mg.",,,,,,
black-blood-nox-bebida-en-polvo,3751,5999076253753,Naranja Sanguina · 340 g,"Clorhidrato de L-arginina 18%, monohidrato de creatina micronizado 17%, L-citrulina 15%, beta alanina 12%, acidulante (ácido málico), L-leucina 6,2%, espesante (goma xantana), agente de carga (polidextrosa), L-tirosina, aromas, antiaglomerantes (sales magnésicas de ácidos grasos, dióxido de silicio), ácido L-ascórbico, L-isoleucina 1,5%, L-valina 1,5%, cafeína anhidra 1,5%, acidulante (ácido cítrico), edulcorantes (acesulfamo K, sucralosa), colorantes (Rojo Allura AC, tartrazina)1, ácido nicotínico, clorhidrato de piridoxina, mononitrato de tiamina. 1Rojo Allura AC, tartrazina: puede tener efectos negativos sobre la actividad y la atención de los niños.
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, cacahuete, nueces, apio, pescado, crustáceos, moluscos y dióxido de azufre.","Cantidad de nutrientes por dosis (20 g / 2 servicios): Energy Complex²: 463 mg. Tiamina: 2,4 mg (218% VRN*). Niacina (ácido nicotínico): 8,0 mg (50% VRN*). Vitamina B6: 2,5 mg (179% VRN*). Vitamina C: 450 mg (563% VRN*). Complejo Black Blood NOX: 10278 mg, compuesto por L-Citrulina: 3000 mg, Malato (ácido málico): 1250 mg, Clorhidrato de L-arginina: 3628 mg, del cual L-Arginina: 3000 mg, Beta alanina: 2400 mg, Monohidrato de creatina: 3411 mg, del cual creatina: 3000 mg. Complejo de aminoácidos: 2453 mg, compuesto por L-Tirosina: 600 mg, L-Leucina: 1235 mg, L-Isoleucina: 309 mg y L-Valina: 309 mg. Cafeína anhidra: 300 mg.",,,,,,
black-blood-nox-bebida-en-polvo,2538,5999076253784,Ruby Berry · 340 g,,,,,,,,
