Handle,Variant SKU,Variant Barcode,Option1 Value,ingredients,nutritional_info,usage_instructions,warnings,allergens,usage_tips,medical_disclaimer,legal_regulation
supernova,3242,5999076253616,Pera Manzana · 282 g,"Clorhidrato de L-arginina 24%, beta alanina 18%, taurina 13%, L-citrulina 11%, acidulante (ácido málico), monohidrato de creatina micronizado 11%, aromas, cafeína anhidra 2,1%, antiaglomerante (dióxido de silicio), edulcorantes (sucralosa, acesulfamo K), agente de carga (polidextrosa), gasificante (carbonatos de sodio), niacina (ácido nicotínico), óxido de zinc, correctores de la acidez (óxido de magnesio, citratos de calcio), colorantes (tartrazina1, indigotina), vitamina B6 (clorhidrato de piridoxina). 1Tartrazina: puede tener efectos negativos sobre la actividad y la atención de los niños.

Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.","Cantidad de nutrientes por dosis diaria (4,7 g): Clorhidrato de L-arginina: 1125 mg, del cual L-arginina: 930 mg. Beta alanina: 700 mg. L-Citrulina: 663 mg. Taurina: 590 mg. Malato (ácido málico): 511 mg. Monohidrato de creatina micronizado: 507 mg, del cual creatina: 446 mg. Cafeína anhidra: 100 mg. Niacina (ácido nicotínico): 5,0 mg (31% VRN*). Zinc: 3,0 mg (30% VRN*). Vitamina B6: 0,40 mg (29% VRN*).","Mezcla 9,4 g (2 cucharas dosificadoras rasas = 1 cucharada sopera rasa) de polvo en 200 ml de agua y consume 15 minutos antes del entrenamiento. Recomendamos utilizar una botella mezcladora. ¡No exceder la dosis diaria recomendada! Usa un shaker.","Alto contenido de cafeína. (200 mg de cafeína/ración, 100 mg de cafeína/100 ml de bebida lista para consumir) No se recomienda su uso a niños y mujeres embarazadas o en periodo de lactancia. No se recomienda su uso a personas que padecen de enfermedades cardiovasculares, incluida la hipertensión o a los sensibles a la cafeína. No se recomienda el consumo de este producto a personas que padecen de una enfermedad subyacente o toman medicación. ¡No consumir con ningún otro producto con cafeína en el mismo día! El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida activo.",,,,
supernova,3243,5999076253609,Melocotón · 282 g,"Clorhidrato de L-arginina 24%, beta alanina 18%, taurina 13%, L-citrulina 11%, acidulante (ácido málico), monohidrato de crea-tina micronizado 11%, aromas, cafeína anhidra 2,1%, antiaglomerante (dióxido de silicio), agente de carga (polidextrosa), edulcorantes (sucralosa, acesulfamo K), gasificante (carbonatos de sodio), niacina (ácido nicotínico), óxido de zinc, correctores de la acidez (óxido de magnesio, citratos de calcio), colorantes (tartrazina1, indigotina), vitamina B6 (clorhidrato de piridoxina). 1Tartrazina: puede tener efectos negativos sobre la actividad y la atención de los niños.

Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.","Cantidad de nutrientes por dosis diaria (4,7 g): Clorhidrato de L-arginina: 1125 mg, del cual L-arginina: 930 mg. Beta alanina: 700 mg. L-Citrulina: 663 mg. Taurina: 590 mg. Malato (ácido málico): 511 mg. Monohidrato de creatina micronizado: 507 mg, del cual creatina: 446 mg. Cafeína anhidra: 100 mg. Niacina (ácido nicotínico): 5,0 mg (31% VRN*). Zinc: 3,0 mg (30% VRN*). Vitamina B6: 0,40 mg (29% VRN*).","Mezcla 9,4 g (2 cucharas dosificadoras rasas = 1 cucharada sopera rasa) de polvo en 200 ml de agua y consume 15 minutos antes del entrenamiento. Recomendamos utilizar una botella mezcladora. ¡No exceder la dosis diaria recomendada! Usa un shaker.","ATENCIÓN: ***Alto contenido de cafeína. (200 mg de cafeína/ración, 100 mg de cafeína/100 ml de bebida lista para consumir) No se recomienda su uso a niños y mujeres embarazadas o en periodo de lactancia. No se recomienda su uso a personas que padecen de enfermedades cardiovasculares, incluida la hipertensión o a los sensibles a la cafeína. No se recomienda el consumo de este producto a personas que padecen de una enfermedad subyacente o toman medicación. ¡No consumir con ningún otro producto con cafeína en el mismo día! El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida activo.",,,,
mass-gainer,3308,8435635715128,Choco Hazelnut · 3 kg,"Maltodextrina, harina de arroz pregelatinizada, almidón de maíz ceroso nativo (Waxy maize), Concentrado de proteína de suero de LECHE, aislado de proteína de SOJA, aroma, creatina monohidrato, L-glutamina, L-arginina, edulcorante: sucralosa y complejo multivitaminico [ácido L-ascórbico (vitamina C), maltodextrina, acetato de DL-alfa-tocoferilo (vitamina E), nicotinamida (niacina), acetato de retinilo (vitamina A), D-pantotenato cálcico (ácido pantoténico), colecalciferol (vitamina D), clorhidrato de piridoxina (vitamina B6), riboflavina (vitamina B2), mononitrato de tiamina (tiamina), fitomenadiona (vitamina K), cianocobalamina (vitamina B12), ácido pteroilmonoglutámico (ácido fólico) y D-biotina (biotina)].","Valores nutricionales por 100 gramos

La composición nutricional del producto ofrece un perfil energético elevado, pensado para cubrir las necesidades de quienes están en superávit calórico. Estos son los valores promedio por cada 100 g de producto:

Valor energético: 365 – 371 kcal
Proteínas: 12 – 13 g
Carbohidratos: 75 – 79 g
Azúcares: 4,4 – 4,5 g
Grasas: 0,7 – 1,3 g
Grasas saturadas: 0,4 – 0,7 g
Fibra alimentaria: hasta 1,9 g
Sal: 0,05 – 0,06 g
Además, contiene creatina (1,5 g), glutamina (0,5 g), arginina (0,5 g) y el 50 % de los valores de referencia nutricional en 13 vitaminas.","Disolver 100 g (2 cazos) en agua o leche desnatada (400 ml – 450 ml). Tomar 1-2 veces al día, preferiblemente en la comida y después del entrenamiento.",,Contiene leche y soja.,,,
mass-gainer,3307,8435635715135,Speculoos Cream · 3 kg,"Maltodextrina, harina de arroz pregelatinizada, almidón de maíz ceroso nativo (Waxy maize), Concentrado de proteína de suero de LECHE, aislado de proteína de SOJA, aroma, creatina monohidrato, L-glutamina, L-arginina, edulcorante: sucralosa y complejo multivitaminico [ácido L-ascórbico (vitamina C), maltodextrina, acetato de DL-alfa-tocoferilo (vitamina E), nicotinamida (niacina), acetato de retinilo (vitamina A), D-pantotenato cálcico (ácido pantoténico), colecalciferol (vitamina D), clorhidrato de piridoxina (vitamina B6), riboflavina (vitamina B2), mononitrato de tiamina (tiamina), fitomenadiona (vitamina K), cianocobalamina (vitamina B12), ácido pteroilmonoglutámico (ácido fólico) y D-biotina (biotina)].","Información nutricional (por 100 g): Valor energético: 372 kcal. Grasas: 0,8 g, de las cuales saturadas: 0,4 g. Hidratos de carbono: 79 g, de los cuales azúcares: 4,4 g. Proteínas: 12 g. Fibra: 0,3 g. Sal: 0,06 g.

Vitaminas (por 100 g): Vitamina A: 400 µg. Vitamina D: 2,5 µg. Vitamina E: 6 mg. Vitamina K: 12,5 µg. Vitamina C: 40 mg. Tiamina (Vitamina B1): 0,6 mg. Riboflavina (Vitamina B2): 0,7 mg. Niacina (Vitamina B3): 8 mg. Vitamina B6: 0,7 mg. Vitamina B12: 1,3 µg. Biotina: 25 µg. Ácido fólico: 100 µg. Ácido pantoténico: 3 mg.

Otros principios activos (por 100 g): Creatina monohidrato: 1,5 g. L-Glutamina: 0,5 g. L-Arginina: 0,5 g.

Perfil de aminoácidos (por 100 g): L-Alanina: 0,54 g. Ácido L-Aspártico: 1,31 g. L-Cisteína: 0,30 g. Ácido L-Glutámico: 2,59 g. Glicina: 0,32 g. L-Prolina: 0,64 g. L-Serina: 0,61 g. L-Tirosina: 0,38 g. L-Leucina: 1,12 g. L-Isoleucina: 0,60 g. L-Valina: 0,61 g. L-Lisina: 0,92 g. L-Metionina: 0,21 g. L-Treonina: 0,66 g. L-Fenilalanina: 0,43 g. L-Triptófano: 0,20 g. L-Histidina: 0,28 g. L-Arginina: 1,06 g.","Disolver 100 g (2 cazos) en agua o leche desnatada (400 ml – 450 ml). Tomar 1-2 veces al día, preferiblemente en la comida y después del entrenamiento.",Producto para uso en adultos. Mantener fuera del alcance de los niños más pequeños.,Contiene leche y soja.,,,
mass-gainer,3817,8435635715111,Chocomonky · 3 kg,"Maltodextrina, harina de arroz pregelatinizada, almidón de maíz ceroso nativo (Waxy maize), Concentrado de proteína de suero de LECHE, aislado de proteína de SOJA, cacao alcalinizado desgrasado en polvo, aromas, creatina monohidrato, L-glutamina, L-arginina, edulcorante: sucralosa y complejo multivitamínico [ácido L-ascórbico (vitamina C), maltodextrina, acetato de DL-alfa-tocoferilo (vitamina E), nicotinamida (niacina), acetato de retinilo (vitamina A), D-pantotenato cálcico (ácido pantoténico), colecalciferol (vitamina D), clorhidrato de piridoxina (vitamina B6), riboflavina (vitamina B2), mononitrato de tiamina (tiamina), fitomenadiona (vitamina K), cianocobalamina (vitamina B12), ácido pteroilmonoglutámico (ácido fólico) y D-biotina (biotina)].","Información nutricional (por 100 g): Valor energético: 366 kcal. Grasas: 1,4 g, de las cuales saturadas: 0,7 g. Hidratos de carbono: 75 g, de los cuales azúcares: 4,2 g. Proteínas: 13 g. Fibra: 1,8 g. Sal: 0,05 g.

Vitaminas (por 100 g): Vitamina A: 400 µg. Vitamina D: 2,5 µg. Vitamina E: 6 mg. Vitamina K: 12,5 µg. Vitamina C: 40 mg. Tiamina (Vitamina B1): 0,6 mg. Riboflavina (Vitamina B2): 0,7 mg. Niacina (Vitamina B3): 8 mg. Vitamina B6: 0,7 mg. Vitamina B12: 1,3 µg. Biotina: 25 µg. Ácido fólico: 100 µg. Ácido pantoténico: 3 mg.

Otros principios activos (por 100 g): Creatina monohidrato: 1,5 g. L-Glutamina: 0,5 g. L-Arginina: 0,5 g.

Perfil de aminoácidos (por 100 g): L-Alanina: 0,46 g. Ácido L-Aspártico: 1,14 g. L-Cisteína: 0,26 g. Ácido L-Glutámico: 2,33 g. Glicina: 0,29 g. L-Prolina: 0,56 g. L-Serina: 0,51 g. L-Tirosina: 0,33 g. L-Leucina: 0,97 g. L-Isoleucina: 0,51 g. L-Valina: 0,53 g. L-Lisina: 0,78 g. L-Metionina: 0,18 g. L-Treonina: 0,51 g. L-Fenilalanina: 0,38 g. L-Triptófano: 0,17 g. L-Histidina: 0,25 g. L-Arginina: 1,01 g.","Disolver 100 g (2 cazos) en agua o leche desnatada (400 ml – 450 ml). Tomar 1-2 veces al día, preferiblemente en la comida y después del entrenamiento.",Producto para uso en adultos. Mantener fuera del alcance de los niños más pequeños.,Contiene leche y soja.,,,
hyper-mass,3348,5999076224586,Vainilla · 1 kg,"Maltodextrina 54%, concentrado de proteína de suero de leche, inulina 7%, almidón de maíz 5%, monohidrato de creatina micronizado 5%, caseinato de calcio (contiene leche), espesante (goma de celulosa), aromas, emulgente: lecitinas (soja), aislado de proteína de suero de leche, sal, edulcorante (sucralosa), colorante (tartrazina)¹.
¹Tartrazina, Rojo allura AC: pueden tener efectos negativos sobre la actividad y la atención de los niños.
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.","Información nutricional (por 65 g): Valor energético: 1076 kJ / 254 kcal. Grasas: 1,4 g, de las cuales saturadas: 0,78 g. Hidratos de carbono: 38 g, de los cuales azúcares: 4,9 g. Fibra: 5,4 g. Proteínas: 20 g. Sal: 0,65 g.","Mezclar un servicio (65 g = 4 cucharadas soperas) de producto en un shaker con 450 ml de agua. En días de entrenamiento tomar 1 servicio directamente después del entrenamiento. En días de descanso tomar un servicio por la mañana y otro servicio por la tarde.


Envase: 65 g (1 dosis), 1000 g (15 dosis), 2270 g (34 dosis), 4000 g (61 dosis)","ADVERTENCIAS: El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludable.",,,,
hyper-mass,3779,5999076240821,Caramelo Salado · 1 kg,"Maltodextrina 49%, concentrado de proteína de suero de leche, inulina 7%, almidón de maíz 5%, monohidrato de creatina micronizado 5%, caseinato de calcio (contiene leche), aromas, espesante (goma de celulosa), emulgente: lecitinas (soja), sal 0,93%, aislado de proteína de suero de leche, colorante (caramelo amónico), edulcorante (sucralosa).","Información nutricional (por 65 g): Valor energético: 1076 kJ / 254 kcal. Grasas: 1,4 g, de las cuales saturadas: 0,78 g. Hidratos de carbono: 38 g, de los cuales azúcares: 4,9 g. Fibra: 5,4 g. Proteínas: 20 g. Sal: 0,65 g.",Mezclar un servicio (65 g = 4 cucharadas soperas) de producto en un shaker con 450 ml de agua. En días de entrenamiento tomar 1 servicio directamente después del entrenamiento. En días de descanso tomar un servicio por la mañana y otro servicio por la tarde.,"El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludabl",,,,
hyper-mass,3782,5999076232734,Fresa · 1 kg,"Maltodextrina 53%, concentrado de proteína de suero de leche, inulina 7%, almidón de maíz 5%, monohidrato de creatina micronizado 5%, caseinato de calcio (contiene leche), espesante (goma de celulosa), aromas, acidulante (ácido cítrico), emulgente: lecitinas (soja), sal, aislado de proteína de suero de leche, edulcorante (sucralosa), colorante (Rojo allura AC)¹.
¹Tartrazina, Rojo allura AC: pueden tener efectos negativos sobre la actividad y la atención de los niños.
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.",,Mezclar un servicio (65 g = 4 cucharadas soperas) de producto en un shaker con 450 ml de agua. En días de entrenamiento tomar 1 servicio directamente después del entrenamiento. En días de descanso tomar un servicio por la mañana y otro servicio por la tarde.,"El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludable.",,,,
hyper-mass,3781,5999076224593,Chocolate · 1 kg,"Maltodextrina 51%, concentrado de proteína de suero de leche, inulina 7%, cacao en polvo bajo en grasa, almidón de maíz 5%, monohidrato de creatina micronizado 5%, caseinato de calcio (contiene leche), espesante (goma de celulosa), aromas, emulgente: lecitinas (soja), aislado de proteína de suero de leche, sal, edulcorante (sucralosa).","Información nutricional (por 65 g): Valor energético: 1076 kJ / 254 kcal. Grasas: 1,4 g, de las cuales saturadas: 0,78 g. Hidratos de carbono: 38 g, de los cuales azúcares: 4,9 g. Fibra: 5,4 g. Proteínas: 20 g. Sal: 0,65 g.",Mezclar un servicio (65 g = 4 cucharadas soperas) de producto en un shaker con 450 ml de agua. En días de entrenamiento tomar 1 servicio directamente después del entrenamiento. En días de descanso tomar un servicio por la mañana y otro servicio por la tarde.,"El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludable.",,,,
hyper-mass,3780,5999076240838,Cookies & Cream · 1 kg,"Maltodextrina 47%, concentrado de proteína de suero de leche, inulina 7%, almidón de maíz 5%, monohidrato de creatina micronizado 5%, aromas (contiene cafeína), caseinato de calcio (contiene leche), espesante (goma de celulosa), chocolate en polvo [masa de cacao, manteca de cacao, cacao en polvo bajo en grasa, emulgente: lecitinas (soja), aroma], emulgente: lecitinas (soja), aislado de proteína de suero de leche, sal, canela, edulcorante (sucralosa).","Información nutricional (por 65 g): Valor energético: 1076 kJ / 254 kcal. Grasas: 1,4 g, de las cuales saturadas: 0,78 g. Hidratos de carbono: 38 g, de los cuales azúcares: 4,9 g. Fibra: 5,4 g. Proteínas: 20 g. Sal: 0,65 g.",Mezclar un servicio (65 g = 4 cucharadas soperas) de producto en un shaker con 450 ml de agua. En días de entrenamiento tomar 1 servicio directamente después del entrenamiento. En días de descanso tomar un servicio por la mañana y otro servicio por la tarde.,"ADVERTENCIAS: El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludable.",,,,
gominolas-de-creatina-pura,3668,5056555209707,Coca Cola · 400g,"Creatina Monohidrato, Azúcar Granulado, Jarabe de Glucosa, Agua, Pectina de Fruta, Aromatizantes, Recubrimiento (MCT 90%, Cera de Carnauba).",CREATINE GUMMIES 400 g. Nutritional Information. Serving Size 4 gummies. Servings per bag 20. Per 100 g. Per serving 4 gummies. Creatine monohydrate. 15000 mg. 3000 mg.,"Consume 4 gominolas de creatina al día. No excedas la dosis recomendada.
Este paquete está lleno por peso. Hay aproximadamente 80 gominolas por paquete.",Los suplementos alimenticios no deben utilizarse como sustituto de una dieta variada y equilibrada y un estilo de vida saludable. Mantener fuera del alcance de los niños. No utilizar si estás embarazada o en periodo de lactancia. Consulta a tu médico antes de usarlo si tienes alguna condición médica o tomas medicamentos regularmente.,"No contiene alérgenos comunes. Fabricado en una instalación que maneja leche, soya, huevos, pescado, gluten y sus derivados.",,,
gominolas-de-creatina-pura,3670,5056555207376,Arandanos · 400g,"Creatina Monohidrato, Azúcar Granulado, Jarabe de Glucosa, Agua, Pectina de Fruta, Aromatizantes, Recubrimiento (MCT 90%, Cera de Carnauba).",CREATINE GUMMIES 400 g. Nutritional Information. Serving Size 4 gummies. Servings per bag 20. Per 100 g. Per serving 4 gummies. Creatine monohydrate. 15000 mg. 3000 mg.,"Consume 4 gominolas de creatina al día. No excedas la dosis recomendada.
Este paquete está lleno por peso. Hay aproximadamente 80 gominolas por paquete.",Los suplementos alimenticios no deben utilizarse como sustituto de una dieta variada y equilibrada y un estilo de vida saludable. Mantener fuera del alcance de los niños. No utilizar si estás embarazada o en periodo de lactancia. Consulta a tu médico antes de usarlo si tienes alguna condición médica o tomas medicamentos regularmente.,"No contiene alérgenos comunes. Fabricado en una instalación que maneja leche, soya, huevos, pescado, gluten y sus derivados.",,,
gominolas-de-creatina-pura,3669,5056555207369,Frambuesa Azul · 400 g,"Creatina Monohidrato, Azúcar Granulado, Jarabe de Glucosa, Agua, Pectina de Fruta, Aromatizantes, Recubrimiento (MCT 90%, Cera de Carnauba).",CREATINE GUMMIES 400 g. Nutritional Information. Serving Size 4 gummies. Servings per bag 20. Per 100 g. Per serving 4 gummies. Creatine monohydrate. 15000 mg. 3000 mg.,"Consume 4 gominolas de creatina al día. No excedas la dosis recomendada.
Este paquete está lleno por peso. Hay aproximadamente 80 gominolas por paquete.",Los suplementos alimenticios no deben utilizarse como sustituto de una dieta variada y equilibrada y un estilo de vida saludable. Mantener fuera del alcance de los niños. No utilizar si estás embarazada o en periodo de lactancia. Consulta a tu médico antes de usarlo si tienes alguna condición médica o tomas medicamentos regularmente.,"No contiene alérgenos comunes. Fabricado en una instalación que maneja leche, soya, huevos, pescado, gluten y sus derivados.",,,
amino-energy-zero-con-electrolitos,3757,5999076234943,Té Helado de Melocotón · 360 g,"Agente de carga (polidextrosa), L-leucina instantánea (L-leucina, emulgente: lecitinas, maltodextrina) 11%, L-glutamina 10,7%, acidulante (ácido cítrico), clorhidrato de L-arginina 6,5%, aromas, L-isoleucina 5,4%, L-valina 5,4%, sales potásicas de ácido ortofosfórico, sales cálcicas de ácido cítrico, taurina, citrato de sodio, beta alanina, clorhidrato de L-lisina 2,2%, clorhidrato de L-histidina 2,2%, cloruro de potasio, L-tirosina 1,8%, extracto de hoja de té negro (Camellia sinensis), extracto de hoja de té verde (Camellia sinensis), L-treonina 0,7%, L-metionina 0,7%, L-triptófano 0,7%, L-fenilalanina 0,7%, óxido de magnesio, cafeína deshidratada 0,56%, edulcorante (sucralosa), extracto de grano de café verde (Coffea canephora), clorhidrato de piridoxina.","Cantidad de nutrientes por dosis diaria (14 g): BCAA (2:1:1): 3000 mg, de los cuales L-Leucina: 1500 mg, L-Isoleucina: 750 mg y L-Valina: 750 mg. L-Lisina: 250 mg. L-Histidina: 250 mg. L-Treonina: 100 mg. L-Metionina: 100 mg. L-Triptófano: 100 mg. L-Fenilalanina: 100 mg. L-Glutamina: 1500 mg. L-Arginina: 750 mg. L-Tirosina: 250 mg. Taurina: 500 mg. Beta alanina: 350 mg. Cafeína: 100 mg, procedente de cafeína deshidratada: 85 mg (78,75 mg de cafeína*), extracto de hoja de té verde: 10 mg (9,8 mg de cafeína*), extracto de grano de café verde: 6,45 mg y extracto de hoja de té negro: 5 mg. Potasio: 405 mg (20% VRN*). Cloro: 127 mg (16% VRN*). Calcio: 120 mg (15% VRN*). Fósforo: 105 mg (15% VRN*). Sodio: 100 mg. Magnesio: 60 mg (16% VRN*). Vitamina B6: 1,4 mg (100% VRN*). Extracto de hoja de té negro: 182 mg. Extracto de hoja de té verde: 150 mg. Extracto de grano de café verde: 50 mg.",,,,,,
amino-energy-zero-con-electrolitos,3763,5999076234950,Lima · 360 g,"Agente de carga (polidextrosa), acidulante (ácido cítrico), L-leucina instantánea (L-leucina, emulgente: lecitinas, maltodextrina) 11%, L-glutamina 10,7%, clorhidrato de L-arginina 6,5%, L-isoleucina 5,4%, L-valina 5,4%, aromas, sales potásicas de ácido ortofosfórico, sales cálcicas de ácido cítrico, taurina, citrato de sodio, beta alanina, clorhidrato de L-lisina 2,2%, clorhidrato de L-histidina 2,2%, cloruro de potasio, L-tirosina 1,8%, extracto de hoja de té verde (Camellia sinensis), L-treonina 0,7%, L-metionina 0,7%, L-triptófano 0,7%, L-fenilalanina 0,7%, óxido de magnesio, cafeína deshidratada 0,61%, edulcorante (sucralosa), extracto de grano de café verde (Coffea canephora), clorhidrato de piridoxina, colorantes (tartrazina1, indigotina).
1Tartrazina: pueden tener efectos negativos sobre la actividad y la atención de los niños.","Cada envase contiene 25 dosis de 14 g. Cada dosis aporta 3.000 mg de BCAA en proporción 2:1:1 (1.500 mg de L-leucina, 750 mg de L-isoleucina y 750 mg de L-valina), además de 1.500 mg de L-glutamina, 750 mg de L-arginina, 500 mg de taurina, 350 mg de beta-alanina y aminoácidos esenciales como L-lisina, L-histidina, L-treonina, L-metionina, L-triptófano, L-fenilalanina y L-tirosina.

También contiene 100 mg de cafeína procedente de cafeína deshidratada, extracto de hoja de té verde, extracto de grano de café verde y extracto de hoja de té negro. La fórmula se completa con potasio, cloro, calcio, fósforo, sodio, magnesio y vitamina B6, además de extractos naturales de té negro, té verde y café verde. Los porcentajes de VRN se aplican únicamente a los nutrientes para los que existe un valor de referencia establecido.",Uso recomendado: Mezclar una ración de polvo (2 cucharas medidoras colmadas = 14 g = 2 cucharas de té colmadas) con 400 ml de agua en una botella mezcladora. Consumir una ración cada día. ¡No superar la dosis diaria recomendada!,"Advertencia: Alto contenido de cafeína {100 mg/ración (25 mg/100 ml)}. No se recomienda su uso a niños, a mujeres embarazadas o en periodo de lactancia. Mantener el producto fuera del alcance de los niños pequeños. No se recomienda su uso a personas que padecen de una enfermedad primaria o toman medicación, a niños, a mujeres embarazadas o en periodo de lactancia. El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludable.",,,,
100-pure-whey,3784,5999076240081,Black Biscuit · 454 g,"Proteínas de suero de leche instantáneas 89% {concentrado de proteína de suero de leche [emulgente: lecitinas], aislado de proteína de suero de leche [emulgente: lecitinas (soja)]}, trozos de galleta 3%, [harina de arroz, azúcar, almidón de maíz, aceite refinado de coco, cacao en polvo bajo en grasa, jarabe de glucosa, sal, espesante (goma guar), gasificantes (hidrogenocarbonato de amonio, hidrogenocarbonato de sodio), aroma], L-glutamina 2,9%, espesante (goma de celulosa), aromas, L-arginina, sal, L-leucina 0,2%, edulcorante (sucralosa), L-isoleucina 0,1%, L-valina 0,1%, bromelina en polvo 0,04%.","Información nutricional (por 28 g): Valor energético: 456 kJ / 108 kcal. Grasas: 1,9 g, de las cuales saturadas: 0,7 g. Hidratos de carbono: 1,8 g, de los cuales azúcares: 1,3 g. Proteínas: 21 g. Sal: 0,33 g.","Uso recomendado: Mezclar en un bote mezclador una ración de producto (28 gr = 2 cucharadas colmadas) con 250 ml de agua. Consumir una ración dentro de 45 minutos después del entrenamiento y una ración entre dos comidas. En días de descanso, consumir una ración en la mañana y una por la noche.",El producto no deben utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano.,,,,
100-pure-whey,3785,5999076269570,Caramelo Capuchino · 400 g,"Proteínas de suero de leche instantáneas 87% {concentrado de proteína de suero de leche [emulgente: lecitinas], aislado de proteína de suero de leche [emulgente: lecitinas (soja)]}, L-glutamina 4,7%, cacao en polvo bajo en grasa, aromas, L-arginina, café instantáneo 1%, espesante (goma de celulosa), sal, L-leucina 0,2%, edulcorante (sucralosa), L-isoleucina 0,1%, L-valina 0,1%, bromelina en polvo 0,04%.","Información nutricional (por 28 g): Valor energético: 454 kJ / 107 kcal. Grasas: 1,8 g, de las cuales saturadas: 0,6 g. Hidratos de carbono: 1,5 g, de los cuales azúcares: 1,0 g. Proteínas: 21 g. Sal: 0,24 g.

Perfil de aminoácidos (por 28 g): Aminoácidos esenciales: 9095 mg. Aminoácidos condicionalmente esenciales: 7666 mg. Aminoácidos no esenciales: 4238 mg. BCAA totales: 4328 mg.","Uso recomendado: Mezclar en un bote mezclador una ración de producto (28 gr = 2 cucharadas colmadas) con 250 ml de agua. Consumir una ración dentro de 45 minutos después del entrenamiento y una ración entre dos comidas. En días de descanso, consumir una ración en la mañana y una por la noche.",ADVERTENCIAS: El producto no deben utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano.,,,,
iso-whey-platinum,3788,5999076265961,Chocolate · 454 g,"Aislado de proteínas de suero de leche instantáneo {aislado de proteínas de suero de leche, emulgente [lecitinas (soja)]} 35%, concentrado de proteínas de suero de leche instantáneo {concentrado de proteínas de suero de leche, emulgente [lecitinas (soja)]} 34%, monohidrato de creatina micronizado 15%, cacao en polvo bajo en grasa, L-glutamina 3,5%, aromas, potenciador de cremosidad [aceite de coco totalmente hidrogenado, leche desnatada en polvo, emulgentes (E471, E472a), jarabe de glucosa, sacarosa, proteína de leche, estabilizante (fosfatos de potasio)], emulgente [lecitinas (soja)], espesantes (carragenanos, goma xantana), clorhidrato de L-arginina 0,85%, sal, antiaglomerante (dióxido de silicio), edulcorante (sucralosa), niacina (nicotinamida, ácido nicotínico).
Elaborado en una fábrica que produce alimentos que contienen huevos, cacahuetes, frutos de cáscara, apio, pescado, crustáceos y dióxido de azufre.

CONSUMIR PREFERENTEMENTE ANTES DEL (día/mes/año): ver en el envase (LOT/EXP). ALMACENAMIENTO: Almacenar bien cerrado, en lugar fresco y seco.
Lugar de procedencia: UE.
Distribuido por: BioTechUSA S.L., 1033 Budapest, Huszti út 60., Hungría.","Información nutricional (por 22,5 g): Valor energético: 389 kJ / 92 kcal. Grasas: 1,0 g, de las cuales ácidos grasos saturados: 0,5 g. Hidratos de carbono: 1,0 g, de los cuales azúcares: 0,7 g. Proteínas: 20 g. Sal: 0,24 g.

Vitaminas (por 22,5 g): Niacina: 3,0 mg.

Otros principios activos añadidos (por 22,5 g): Monohidrato de creatina micronizado: 3412 mg, del cual creatina: 3000 mg. L-Glutamina: 788 mg. Clorhidrato de L-arginina: 192 mg, del cual L-arginina: 159 mg.

Aminoácidos esenciales — EAA (por 22,5 g): L-Histidina: 339 mg. L-Isoleucina: 1040 mg. L-Leucina: 1911 mg. L-Lisina: 1662 mg. L-Metionina: 425 mg. L-Fenilalanina: 578 mg. L-Treonina: 1170 mg. L-Triptófano: 309 mg. L-Valina: 1006 mg. Total: 8440 mg.

Aminoácidos condicionalmente esenciales — CAA (por 22,5 g): L-Arginina: 740 mg. L-Cisteína: 577 mg. L-Glutamina y ácido L-glutámico: 4298 mg. L-Prolina: 999 mg. L-Tirosina: 538 mg. Total: 7152 mg.

Aminoácidos no esenciales — NAA (por 22,5 g): L-Alanina: 866 mg. L-Asparagina y ácido L-aspártico: 1935 mg. Glicina: 324 mg. L-Serina: 859 mg. Total: 3984 mg.","Instrucciones de uso: Mezclar 1 dosis (22,5 g = 1 cuchara medidora= 4 cucharadas soperas) con 200 ml de agua en un shaker.Para realizar medidas precisas utilice una báscula. Tomar 1 dosis diariamente.","ADVERTENCIAS: No debe ser consumido por menores de 18 años, ni por personas con afecciones médicas y/o que toman medicamentos. No debe ser consumido por mujeres embarazadas o en período de lactancia.",,,,
